Kód ADM;Kód obce;Název obce;Kód MOMC;Název MOMC;Kód obvodu Prahy;Název obvodu Prahy;Kód èásti obce;Název èásti obce;Kód ulice;Název ulice;Typ SO;Èíslo domovní;Èíslo orientaèní;Znak èísla orientaèního;PSÈ;Souøadnice Y;Souøadnice X;Platí Od
24148628;583723;Pøibyslavice;;;;;135780;Pøibyslavice;709891;Dlouhá;è.p.;1;;;66483;621932.79;1148881.14;2013-11-29T00:00:00
24148636;583723;Pøibyslavice;;;;;135780;Pøibyslavice;709883;U zvonièky;è.p.;2;;;66483;621920.87;1148835.98;2013-11-29T00:00:00
24148652;583723;Pøibyslavice;;;;;135780;Pøibyslavice;709883;U zvonièky;è.p.;4;;;66483;621844.78;1148860.23;2013-11-29T00:00:00
24148661;583723;Pøibyslavice;;;;;135780;Pøibyslavice;709891;Dlouhá;è.p.;6;;;66483;621595.27;1148977.03;2013-11-29T00:00:00
24148679;583723;Pøibyslavice;;;;;135780;Pøibyslavice;709891;Dlouhá;è.p.;7;;;66483;621654.82;1148964.60;2022-11-15T00:00:00
24148687;583723;Pøibyslavice;;;;;135780;Pøibyslavice;709891;Dlouhá;è.p.;8;;;66483;621625.00;1148972.01;2022-11-15T00:00:00
24148695;583723;Pøibyslavice;;;;;135780;Pøibyslavice;709905;Chaloupky;è.p.;9;;;66483;621610.40;1148938.67;2022-11-15T00:00:00
24148709;583723;Pøibyslavice;;;;;135780;Pøibyslavice;709905;Chaloupky;è.p.;10;;;66483;621568.71;1148953.51;2022-11-15T00:00:00
24148717;583723;Pøibyslavice;;;;;135780;Pøibyslavice;709867;Sokolská;è.p.;12;;;66483;621691.70;1148804.86;2013-11-29T00:00:00
24148725;583723;Pøibyslavice;;;;;135780;Pøibyslavice;709867;Sokolská;è.p.;13;;;66483;621729.77;1148807.57;2013-11-29T00:00:00
24148733;583723;Pøibyslavice;;;;;135780;Pøibyslavice;709859;Mistrovská;è.p.;14;;;66483;621831.06;1148634.00;2013-11-29T00:00:00
24148741;583723;Pøibyslavice;;;;;135780;Pøibyslavice;709867;Sokolská;è.p.;15;;;66483;621806.32;1148823.19;2013-11-29T00:00:00
24148750;583723;Pøibyslavice;;;;;135780;Pøibyslavice;709867;Sokolská;è.p.;16;;;66483;621793.25;1148804.96;2013-11-29T00:00:00
24148768;583723;Pøibyslavice;;;;;135780;Pøibyslavice;709867;Sokolská;è.p.;17;;;66483;621711.36;1148811.46;2013-11-29T00:00:00
24148776;583723;Pøibyslavice;;;;;135780;Pøibyslavice;709867;Sokolská;è.p.;18;;;66483;621859.26;1148803.16;2022-11-15T00:00:00
24148784;583723;Pøibyslavice;;;;;135780;Pøibyslavice;709875;Lipová;è.p.;19;;;66483;621896.05;1148802.50;2022-11-15T00:00:00
