KÛd ADM;KÛd obce;N·zev obce;KÛd MOMC;N·zev MOMC;KÛd obvodu Prahy;N·zev obvodu Prahy;KÛd Ë·sti obce;N·zev Ë·sti obce;KÛd ulice;N·zev ulice;Typ SO;»Ìslo domovnÌ;»Ìslo orientaËnÌ;Znak ËÌsla orientaËnÌho;PS»;Sou¯adnice Y;Sou¯adnice X;PlatÌ Od
6021077;533017;Unhoöù;;;;;174491;Unhoöù;218227;ätef·nikova;Ë.p.;985;;;27351;764112.98;1040506.51;2013-12-05T00:00:00
6021085;533017;Unhoöù;;;;;174491;Unhoöù;217468;Hlubok·;Ë.p.;986;;;27351;763877.05;1040009.56;2022-10-15T00:00:00
6021093;533017;Unhoöù;;;;;174491;Unhoöù;218049;U Pily;Ë.p.;987;;;27351;762931.57;1040682.74;2013-12-05T00:00:00
6021107;533017;Unhoöù;;;;;174491;Unhoöù;217824;Praûsk·;Ë.p.;988;;;27351;762877.28;1040362.96;2013-12-05T00:00:00
6021115;533017;Unhoöù;;;;;174491;Unhoöù;218197;Zd. Hofbauera;Ë.p.;989;;;27351;763696.42;1039676.33;2013-12-05T00:00:00
6021123;533017;Unhoöù;;;;;174491;Unhoöù;217883;Suchoml˝nsk·;Ë.p.;990;;;27351;765796.42;1041800.47;2013-12-05T00:00:00
6021131;533017;Unhoöù;;;;;174491;Unhoöù;217972;U Cihelny;Ë.p.;991;;;27351;763519.60;1040014.73;2013-12-05T00:00:00
6021140;533017;Unhoöù;;;;;174491;Unhoöù;217603;Lipov·;Ë.p.;992;;;27351;766446.70;1041591.51;2013-12-05T00:00:00
6021158;533017;Unhoöù;;;;;174491;Unhoöù;218006;U H·jovny;Ë.p.;993;;;27351;766301.07;1041785.64;2022-10-15T00:00:00
6021166;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;1;;;27351;766234.93;1043876.58;2022-10-15T00:00:00
6021174;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;2;;;27351;766207.98;1043817.05;2013-12-05T00:00:00
6021191;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;4;;;27351;766142.68;1043869.82;2013-12-05T00:00:00
6021204;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;5;;;27351;766159.51;1043893.24;2013-12-05T00:00:00
6021212;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;6;;;27351;766131.67;1043890.20;2013-12-05T00:00:00
6021221;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;7;;;27351;766175.46;1043923.61;2013-12-05T00:00:00
6021239;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;8;;;27351;766172.49;1043875.88;2022-10-15T00:00:00
6021247;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;9;;;27351;766190.39;1043837.68;2013-12-05T00:00:00
6021255;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;10;;;27351;766195.07;1043860.71;2013-12-05T00:00:00
6021263;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;11;;;27351;766202.54;1043880.46;2013-12-05T00:00:00
6021271;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;12;;;27351;766213.68;1043892.35;2013-12-05T00:00:00
6021280;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;13;;;27351;766238.61;1043918.68;2013-12-05T00:00:00
6021298;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;14;;;27351;766217.86;1043915.01;2013-12-05T00:00:00
6021301;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;15;;;27351;766243.67;1043938.67;2013-12-05T00:00:00
6021310;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;16;;;27351;766261.01;1043949.43;2013-12-05T00:00:00
6021328;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;17;;;27351;766275.44;1043928.17;2013-12-05T00:00:00
6021336;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;18;;;27351;766305.56;1043915.01;2013-12-05T00:00:00
6021344;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;19;;;27351;766251.27;1043888.81;2013-12-05T00:00:00
6021352;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;20;;;27351;766224.82;1043852.49;2013-12-05T00:00:00
6021361;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;21;;;27351;766214.19;1043747.95;2013-12-05T00:00:00
6021379;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;22;;;27351;765879.68;1043841.85;2013-12-05T00:00:00
6021387;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;23;;;27351;765890.69;1043834.39;2013-12-05T00:00:00
6021395;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;24;;;27351;765909.78;1043829.64;2013-12-05T00:00:00
6021409;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;25;;;27351;765894.49;1043489.76;2013-12-05T00:00:00
6021417;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;26;;;27351;763521.45;1040207.85;2013-12-05T00:00:00
6021425;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;27;;;27351;766268.13;1044003.80;2013-12-05T00:00:00
6021433;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;28;;;27351;766254.56;1043982.47;2013-12-05T00:00:00
6021441;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;29;;;27351;766243.17;1043993.86;2013-12-05T00:00:00
6021450;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;30;;;27351;766243.17;1044018.92;2013-12-05T00:00:00
6021468;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;31;;;27351;766245.19;1044044.23;2013-12-05T00:00:00
6021476;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;32;;;27351;766281.77;1044040.30;2013-12-05T00:00:00
6021484;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;33;;;27351;766240.64;1044065.49;2013-12-05T00:00:00
6021492;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;34;;;27351;766224.69;1044045.11;2013-12-05T00:00:00
6021506;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;35;;;27351;766185.33;1044053.47;2013-12-05T00:00:00
6021514;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;36;;;27351;766103.06;1044086.88;2013-12-05T00:00:00
6021522;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;37;;;27351;766173.69;1044084.60;2013-12-05T00:00:00
6021531;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;38;;;27351;766144.45;1044075.36;2013-12-05T00:00:00
6021549;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;39;;;27351;766119.64;1044064.35;2013-12-05T00:00:00
6021557;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;40;;;27351;766102.81;1044063.47;2013-12-05T00:00:00
6021565;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;41;;;27351;766073.70;1044060.05;2013-12-05T00:00:00
6021573;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;42;;;27351;765866.65;1043863.12;2013-12-05T00:00:00
6021581;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;43;;;27351;766117.87;1044037.01;2013-12-05T00:00:00
6021590;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;44;;;27351;766121.54;1043921.59;2013-12-05T00:00:00
6021603;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;45;;;27351;766126.48;1043943.86;2013-12-05T00:00:00
6021611;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;46;;;27351;766111.16;1043953.48;2013-12-05T00:00:00
6021620;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;47;;;27351;765250.17;1041763.26;2022-10-15T00:00:00
6021646;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;49;;;27351;765468.97;1041951.22;2022-10-15T00:00:00
6021654;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;50;;;27351;765422.52;1041984.80;2013-12-05T00:00:00
6021662;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;51;;;27351;766047.00;1043925.51;2013-12-05T00:00:00
6021689;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;53;;;27351;765171.46;1043327.51;2013-12-05T00:00:00
6021697;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;54;;;27351;765328.40;1043686.06;2013-12-05T00:00:00
6021719;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;56;;;27351;766250.00;1043918.93;2013-12-05T00:00:00
6021727;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;57;;;27351;766266.46;1043919.44;2013-12-05T00:00:00
6021735;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;58;;;27351;766239.03;1043966.24;2013-12-05T00:00:00
6021743;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;59;;;27351;766189.99;1043973.62;2018-03-20T00:00:00
6021751;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;60;;;27351;766265.95;1044057.39;2013-12-05T00:00:00
6021760;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;61;;;27351;766345.15;1041475.91;2013-12-05T00:00:00
6021808;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;65;;;27351;766052.44;1044069.79;2013-12-05T00:00:00
6021816;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;66;;;27351;766010.93;1044061.31;2013-12-05T00:00:00
6021824;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;67;;;27351;765268.22;1041802.96;2022-10-15T00:00:00
6021832;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;68;;;27351;765282.18;1041898.55;2022-10-15T00:00:00
6021859;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;70;;;27351;765848.93;1043897.92;2013-12-05T00:00:00
6021867;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;71;;;27351;765855.21;1043888.76;2013-12-05T00:00:00
6021875;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;72;;;27351;765226.74;1041914.01;2022-10-15T00:00:00
6021883;533017;Unhoöù;;;;;174491;Unhoöù;217913;ätoka;Ë.ev.;73;;;27351;765089.37;1041951.96;2022-10-15T00:00:00
6021891;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;74;;;27351;765933.04;1041911.59;2013-12-05T00:00:00
6021905;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;75;;;27351;766168.50;1044061.44;2013-12-05T00:00:00
6021913;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;76;;;27351;766289.58;1043986.43;2022-10-15T00:00:00
6021921;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;77;;;27351;766081.67;1043962.09;2013-12-05T00:00:00
6021948;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;79;;;27351;765682.37;1042036.60;2013-12-05T00:00:00
6021956;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;80;;;27351;766045.35;1044034.48;2013-12-05T00:00:00
6021964;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;81;;;27351;765938.03;1043937.79;2013-12-05T00:00:00
6021972;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;82;;;27351;766211.91;1043617.97;2013-12-05T00:00:00
6021981;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;83;;;27351;766312.27;1043943.10;2013-12-05T00:00:00
6021999;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;84;;;27351;765261.73;1041764.95;2022-10-15T00:00:00
6022006;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;85;;;27351;766106.10;1043842.99;2013-12-05T00:00:00
6022014;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;86;;;27351;764047.68;1041064.69;2022-10-15T00:00:00
6022022;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;87;;;27351;766305.69;1043967.28;2013-12-05T00:00:00
6022031;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;88;;;27351;766228.99;1044013.85;2013-12-05T00:00:00
6022049;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;89;;;27351;766221.02;1044021.19;2013-12-05T00:00:00
6022057;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;90;;;27351;765341.16;1041892.02;2022-10-15T00:00:00
6022065;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;91;;;27351;764636.38;1041433.50;2013-12-05T00:00:00
6022073;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;92;;;27351;766089.52;1043869.70;2013-12-05T00:00:00
6022081;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;93;;;27351;766008.77;1043937.41;2013-12-05T00:00:00
6022090;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;94;;;27351;766003.71;1043947.91;2013-12-05T00:00:00
6022103;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;95;;;27351;765859.43;1043874.38;2013-12-05T00:00:00
6022111;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;96;;;27351;765963.59;1043800.47;2013-12-05T00:00:00
6022120;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;97;;;27351;765955.24;1043807.05;2013-12-05T00:00:00
6022146;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;99;;;27351;766065.85;1043636.06;2013-12-05T00:00:00
6022154;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;100;;;27351;766035.73;1043628.09;2013-12-05T00:00:00
6022162;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;101;;;27351;766002.70;1043616.83;2013-12-05T00:00:00
6022189;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;103;;;27351;766256.75;1043338.09;2013-12-05T00:00:00
6022197;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;104;;;27351;765218.80;1043275.37;2013-12-05T00:00:00
6022219;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;106;;;27351;765248.79;1043644.80;2013-12-05T00:00:00
6022243;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;109;;;27351;765159.83;1041805.20;2013-12-05T00:00:00
6022251;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;110;;;27351;764388.62;1041288.02;2013-12-05T00:00:00
6022260;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;111;;;27351;766119.34;1040602.42;2013-12-05T00:00:00
6022278;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;112;;;27351;766036.89;1041798.31;2013-12-05T00:00:00
6022294;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;114;;;27351;766330.38;1041524.10;2013-12-05T00:00:00
6022308;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;115;;;27351;766046.87;1043984.24;2013-12-05T00:00:00
6022316;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;116;;;27351;766471.23;1041513.83;2013-12-05T00:00:00
6022324;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;117;;;27351;765998.14;1043899.31;2013-12-05T00:00:00
6022341;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;119;;;27351;766042.31;1043868.21;2013-12-05T00:00:00
6022359;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;120;;;27351;766124.33;1043826.67;2013-12-05T00:00:00
6022367;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;121;;;27351;766572.77;1041479.36;2013-12-05T00:00:00
6022375;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;122;;;27351;766524.77;1041609.42;2013-12-05T00:00:00
6022383;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;123;;;27351;766366.97;1041531.24;2022-10-15T00:00:00
6022413;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;126;;;27351;765954.86;1043983.98;2013-12-05T00:00:00
6022421;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;127;;;27351;766384.72;1041180.45;2013-12-05T00:00:00
6022456;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;130;;;27351;766225.58;1043734.66;2013-12-05T00:00:00
6022464;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;131;;;27351;766018.52;1043969.30;2013-12-05T00:00:00
6022472;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;132;;;27351;766033.45;1043974.62;2013-12-05T00:00:00
6022481;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;133;;;27351;765958.38;1043891.89;2019-03-25T00:00:00
6022499;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;134;;;27351;765401.25;1041991.58;2013-12-05T00:00:00
6022511;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;136;;;27351;766037.78;1042223.08;2013-12-05T00:00:00
6022529;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;137;;;27351;766485.94;1041368.87;2023-01-06T00:00:00
6022537;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;138;;;27351;766020.56;1043856.61;2013-12-05T00:00:00
6022545;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;139;;;27351;766201.91;1044038.28;2013-12-05T00:00:00
6022561;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;141;;;27351;765196.14;1043301.82;2013-12-05T00:00:00
6022570;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;142;;;27351;765205.13;1043323.08;2013-12-05T00:00:00
6022588;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;143;;;27351;765178.17;1043359.78;2013-12-05T00:00:00
6022596;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;144;;;27351;765200.82;1043408.13;2013-12-05T00:00:00
6022600;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;145;;;27351;765221.96;1043478.50;2013-12-05T00:00:00
6022618;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;146;;;27351;765224.74;1043520.65;2013-12-05T00:00:00
6022626;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;147;;;27351;765149.19;1043469.01;2013-12-05T00:00:00
6022634;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;148;;;27351;765171.46;1043536.72;2013-12-05T00:00:00
6022642;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;149;;;27351;765191.08;1043488.37;2013-12-05T00:00:00
6022651;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;150;;;27351;765244.74;1043435.47;2013-12-05T00:00:00
6022669;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;151;;;27351;765162.35;1043484.07;2013-12-05T00:00:00
6022677;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;152;;;27351;765339.41;1041955.16;2022-10-15T00:00:00
6022685;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;153;;;27351;765159.30;1041926.86;2013-12-05T00:00:00
6022693;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;154;;;27351;765173.02;1041939.50;2013-12-05T00:00:00
6022707;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;155;;;27351;765218.92;1043342.32;2013-12-05T00:00:00
6022715;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;156;;;27351;765135.77;1043506.34;2013-12-05T00:00:00
6022723;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;157;;;27351;766073.70;1043974.87;2013-12-05T00:00:00
6022731;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;158;;;27351;765063.50;1043479.13;2013-12-05T00:00:00
6022740;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;159;;;27351;766280.53;1041510.67;2013-12-05T00:00:00
6022766;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;161;;;27351;765223.23;1043501.41;2013-12-05T00:00:00
6022774;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;162;;;27351;766013.25;1043532.24;2013-12-05T00:00:00
6022782;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;163;;;27351;765189.31;1043455.47;2013-12-05T00:00:00
6022791;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;164;;;27351;766028.52;1043892.73;2013-12-05T00:00:00
6022804;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;165;;;27351;765267.27;1043510.27;2013-12-05T00:00:00
6022812;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;166;;;27351;765243.98;1043542.03;2013-12-05T00:00:00
6022821;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;167;;;27351;765956.12;1043872.99;2013-12-05T00:00:00
6022839;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;168;;;27351;765219.94;1043454.96;2013-12-05T00:00:00
6022847;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;169;;;27351;765261.45;1043468.50;2013-12-05T00:00:00
6022855;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;170;;;27351;765199.31;1043523.94;2013-12-05T00:00:00
6022871;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;172;;;27351;765267.52;1043487.99;2013-12-05T00:00:00
6022880;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;173;;;27351;766269.54;1043384.54;2013-12-05T00:00:00
6022898;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;174;;;27351;766068.77;1043878.18;2013-12-05T00:00:00
6022901;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;175;;;27351;765226.77;1043399.40;2013-12-05T00:00:00
6022910;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;176;;;27351;765179.18;1043383.07;2013-12-05T00:00:00
6022928;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;177;;;27351;765223.99;1043379.53;2013-12-05T00:00:00
6022936;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;178;;;27351;766443.53;1041373.21;2013-12-05T00:00:00
6022944;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;179;;;27351;765199.39;1041938.98;2013-12-05T00:00:00
6022952;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;180;;;27351;765305.82;1041833.40;2022-10-15T00:00:00
6022961;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;181;;;27351;765185.72;1041814.99;2022-10-15T00:00:00
6022979;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;182;;;27351;765206.78;1041807.84;2013-12-05T00:00:00
6022987;533017;Unhoöù;;;;;174491;Unhoöù;217913;ätoka;Ë.ev.;183;;;27351;765253.59;1041866.62;2022-10-15T00:00:00
6022995;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;184;;;27351;765438.88;1041905.80;2013-12-05T00:00:00
6023002;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;185;;;27351;765205.19;1041884.20;2013-12-05T00:00:00
6023011;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;186;;;27351;765391.93;1041935.82;2013-12-05T00:00:00
6023029;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;187;;;27351;766088.89;1043921.08;2013-12-05T00:00:00
6023037;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;188;;;27351;765936.25;1043906.53;2013-12-05T00:00:00
6023045;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;189;;;27351;765999.41;1044025.37;2013-12-05T00:00:00
6023053;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;190;;;27351;766187.23;1043795.66;2013-12-05T00:00:00
6023061;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;191;;;27351;764688.98;1040756.30;2013-12-05T00:00:00
6023070;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;192;;;27351;766055.64;1041803.31;2013-12-05T00:00:00
6023096;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;195;;;27351;765120.58;1043462.81;2013-12-05T00:00:00
6023100;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;196;;;27351;765273.77;1041963.73;2022-10-15T00:00:00
6023118;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;197;;;27351;764872.39;1043601.69;2013-12-05T00:00:00
6023126;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;198;;;27351;765088.70;1041295.28;2022-10-15T00:00:00
6023134;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;199;;;27351;764874.59;1043632.02;2018-06-20T00:00:00
6023142;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;200;;;27351;765137.32;1041871.00;2013-12-05T00:00:00
6023151;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;201;;;27351;765098.56;1043469.26;2013-12-05T00:00:00
6023169;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;202;;;27351;765306.38;1043552.79;2013-12-05T00:00:00
6023177;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;203;;;27351;766000.10;1043860.34;2022-10-15T00:00:00
6023185;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;204;;;27351;766207.98;1043647.96;2013-12-05T00:00:00
6023193;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;205;;;27351;765182.09;1043439.39;2013-12-05T00:00:00
6023207;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;206;;;27351;766224.86;1043523.63;2013-12-05T00:00:00
6023215;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;207;;;27351;765405.47;1041917.12;2022-10-15T00:00:00
6023223;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;208;;;27351;765091.78;1041931.60;2013-12-05T00:00:00
6023240;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;210;;;27351;765093.46;1041916.04;2022-10-15T00:00:00
6023266;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;212;;;27351;765125.01;1043530.14;2013-12-05T00:00:00
6023274;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;213;;;27351;765113.25;1041815.73;2022-10-15T00:00:00
6023282;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;214;;;27351;765146.11;1041832.06;2013-12-05T00:00:00
6023304;533017;Unhoöù;;;;;174491;Unhoöù;217395;B¯ezov·;Ë.ev.;216;;;27351;766281.06;1041471.17;2015-01-07T00:00:00
6023312;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;217;;;27351;766182.55;1042139.11;2013-12-05T00:00:00
6023321;533017;Unhoöù;;;;;174491;Unhoöù;;;Ë.ev.;218;;;27351;766234.91;1041586.77;2013-12-05T00:00:00
