Kód ADM;Kód obce;Název obce;Kód MOMC;Název MOMC;Kód obvodu Prahy;Název obvodu Prahy;Kód èásti obce;Název èásti obce;Kód ulice;Název ulice;Typ SO;Èíslo domovní;Èíslo orientaèní;Znak èísla orientaèního;PSÈ;Souøadnice Y;Souøadnice X;Platí Od
15066355;547484;Ktová;;;;;76856;Ktová;;;è.p.;1;;;51263;678087.00;1003046.00;2013-12-01T00:00:00
15066363;547484;Ktová;;;;;76856;Ktová;;;è.p.;2;;;51263;678044.00;1002985.00;2013-12-01T00:00:00
15066371;547484;Ktová;;;;;76856;Ktová;;;è.p.;3;;;51263;678102.50;1002991.96;2022-10-22T00:00:00
15066380;547484;Ktová;;;;;76856;Ktová;;;è.p.;4;;;51263;678139.00;1002942.00;2013-12-01T00:00:00
15066398;547484;Ktová;;;;;76856;Ktová;;;è.p.;5;;;51263;678163.00;1002932.00;2013-12-01T00:00:00
15066401;547484;Ktová;;;;;76856;Ktová;;;è.p.;6;;;51263;678224.00;1002963.00;2013-12-01T00:00:00
15066410;547484;Ktová;;;;;76856;Ktová;;;è.p.;7;;;51263;678266.46;1002929.83;2022-10-22T00:00:00
15066428;547484;Ktová;;;;;76856;Ktová;;;è.p.;8;;;51263;678276.24;1002955.94;2013-12-01T00:00:00
15066436;547484;Ktová;;;;;76856;Ktová;;;è.p.;9;;;51263;678259.00;1003010.00;2013-12-01T00:00:00
15066444;547484;Ktová;;;;;76856;Ktová;;;è.p.;10;;;51263;678233.00;1003027.00;2013-12-01T00:00:00
15066452;547484;Ktová;;;;;76856;Ktová;;;è.p.;11;;;51263;678203.00;1003040.00;2013-12-01T00:00:00
15066461;547484;Ktová;;;;;76856;Ktová;;;è.p.;12;;;51263;678161.00;1003057.00;2013-12-01T00:00:00
15066479;547484;Ktová;;;;;76856;Ktová;;;è.p.;13;;;51263;678153.00;1003031.00;2013-12-01T00:00:00
15066487;547484;Ktová;;;;;76856;Ktová;;;è.p.;14;;;51263;678133.00;1003081.00;2013-12-01T00:00:00
15066495;547484;Ktová;;;;;76856;Ktová;;;è.p.;15;;;51263;678115.00;1003099.00;2013-12-01T00:00:00
15066509;547484;Ktová;;;;;76856;Ktová;;;è.p.;16;;;51263;678089.00;1003148.00;2013-12-01T00:00:00
15066517;547484;Ktová;;;;;76856;Ktová;;;è.p.;17;;;51263;678109.00;1003143.00;2013-12-01T00:00:00
15066525;547484;Ktová;;;;;76856;Ktová;;;è.p.;18;;;51263;678233.00;1003211.00;2013-12-01T00:00:00
15066533;547484;Ktová;;;;;76856;Ktová;;;è.p.;19;;;51263;678129.96;1003200.91;2022-10-22T00:00:00
15066541;547484;Ktová;;;;;76856;Ktová;;;è.p.;20;;;51263;678141.00;1003205.00;2013-12-01T00:00:00
15066550;547484;Ktová;;;;;76856;Ktová;;;è.p.;21;;;51263;678151.00;1003205.00;2013-12-01T00:00:00
15066568;547484;Ktová;;;;;76856;Ktová;;;è.p.;22;;;51263;678157.86;1003203.84;2022-10-22T00:00:00
15066576;547484;Ktová;;;;;76856;Ktová;;;è.p.;23;;;51263;678281.00;1002638.00;2013-12-01T00:00:00
15066584;547484;Ktová;;;;;76856;Ktová;;;è.p.;24;;;51263;678166.00;1002248.00;2013-12-01T00:00:00
