Kód ADM;Kód obce;Název obce;Kód MOMC;Název MOMC;Kód obvodu Prahy;Název obvodu Prahy;Kód èásti obce;Název èásti obce;Kód ulice;Název ulice;Typ SO;Èíslo domovní;Èíslo orientaèní;Znak èísla orientaèního;PSÈ;Souøadnice Y;Souøadnice X;Platí Od
20999429;546062;Pesvice;;;;;116971;Pesvice;;;è.p.;2;;;43111;802999.40;992163.81;2013-12-07T00:00:00
20999437;546062;Pesvice;;;;;116971;Pesvice;;;è.p.;3;;;43111;802960.27;992224.81;2013-12-07T00:00:00
20999445;546062;Pesvice;;;;;116971;Pesvice;;;è.p.;4;;;43111;803035.35;992145.17;2013-12-07T00:00:00
20999461;546062;Pesvice;;;;;116971;Pesvice;;;è.p.;6;;;43111;803089.26;992087.61;2013-12-07T00:00:00
20999470;546062;Pesvice;;;;;116971;Pesvice;;;è.p.;7;;;43111;803001.97;992088.19;2022-01-21T00:00:00
20999488;546062;Pesvice;;;;;116971;Pesvice;;;è.p.;8;;;43111;803081.23;992051.60;2013-12-07T00:00:00
20999496;546062;Pesvice;;;;;116971;Pesvice;;;è.p.;9;;;43111;803010.52;992061.25;2013-12-07T00:00:00
20999500;546062;Pesvice;;;;;116971;Pesvice;;;è.p.;15;;;43111;802920.80;992115.68;2013-12-07T00:00:00
20999518;546062;Pesvice;;;;;116971;Pesvice;;;è.p.;16;;;43111;802899.89;992131.39;2013-12-07T00:00:00
20999526;546062;Pesvice;;;;;116971;Pesvice;;;è.p.;17;;;43111;802879.33;992140.74;2013-12-07T00:00:00
20999534;546062;Pesvice;;;;;116971;Pesvice;;;è.p.;18;;;43111;802841.55;992139.69;2013-12-07T00:00:00
20999542;546062;Pesvice;;;;;116971;Pesvice;;;è.p.;20;;;43111;802805.56;992176.80;2013-12-07T00:00:00
20999551;546062;Pesvice;;;;;116971;Pesvice;;;è.p.;24;;;43111;802892.70;992229.61;2013-12-07T00:00:00
20999569;546062;Pesvice;;;;;116971;Pesvice;;;è.p.;26;;;43111;802978.79;992302.08;2013-12-07T00:00:00
20999577;546062;Pesvice;;;;;116971;Pesvice;;;è.p.;27;;;43111;803070.14;992107.26;2013-12-07T00:00:00
20999585;546062;Pesvice;;;;;116971;Pesvice;;;è.p.;28;;;43111;802943.41;992228.09;2013-12-07T00:00:00
20999593;546062;Pesvice;;;;;116971;Pesvice;;;è.p.;29;;;43111;802968.35;992290.21;2013-12-07T00:00:00
20999607;546062;Pesvice;;;;;116971;Pesvice;;;è.p.;30;;;43111;802968.15;992278.09;2013-12-07T00:00:00
20999623;546062;Pesvice;;;;;116971;Pesvice;;;è.p.;39;;;43111;803066.61;992059.98;2013-12-07T00:00:00
20999631;546062;Pesvice;;;;;116971;Pesvice;;;è.p.;40;;;43111;802992.26;992320.83;2013-12-07T00:00:00
20999640;546062;Pesvice;;;;;116971;Pesvice;;;è.p.;41;;;43111;802987.81;992312.70;2013-12-07T00:00:00
20999658;546062;Pesvice;;;;;116971;Pesvice;;;è.p.;45;;;43111;803043.83;992131.70;2013-12-07T00:00:00
20999666;546062;Pesvice;;;;;116971;Pesvice;;;è.p.;46;;;43111;803062.52;992117.21;2013-12-07T00:00:00
20999674;546062;Pesvice;;;;;116971;Pesvice;;;è.p.;47;;;43111;803052.76;992123.95;2013-12-07T00:00:00
20999682;546062;Pesvice;;;;;116971;Pesvice;;;è.p.;48;;;43111;803007.44;992152.44;2013-12-07T00:00:00
20999691;546062;Pesvice;;;;;116971;Pesvice;;;è.p.;50;;;43111;803021.93;992371.96;2013-12-07T00:00:00
20999704;546062;Pesvice;;;;;116971;Pesvice;;;è.p.;51;;;43111;803014.88;992364.53;2013-12-07T00:00:00
20999712;546062;Pesvice;;;;;116971;Pesvice;;;è.p.;52;;;43111;802998.95;992335.69;2013-12-07T00:00:00
20999721;546062;Pesvice;;;;;116971;Pesvice;;;è.p.;53;;;43111;803073.92;991992.59;2013-12-07T00:00:00
20999739;546062;Pesvice;;;;;116971;Pesvice;;;è.p.;54;;;43111;802909.96;992132.02;2013-12-07T00:00:00
